WB_id,public_name,logFC
WBGene00010844,M03C11.7,-0.044032696
WBGene00015408,C03H5.6,-0.04404894
WBGene00004148,pqn-65,-0.044206831
WBGene00015301,C01F1.6,-0.044210005
WBGene00045516,F43D2.7,-0.044247495
WBGene00002210,kin-29,-0.044259029
WBGene00020651,T21D12.12,-0.044305004
WBGene00077770,M04D5.3,-0.044346971
WBGene00010040,F54C8.7,-0.044381729
WBGene00004510,rrf-3,-0.04469098
WBGene00008901,nhr-27,-0.044736595
WBGene00015991,C18H2.4,-0.044740578
WBGene00009018,F21D9.4,-0.044829743
WBGene00015245,B0524.6,-0.044887295
WBGene00050515,21ur-2127,-0.04501824
WBGene00015117,B0294.1,-0.045259235
WBGene00002184,kel-1,-0.045325616
WBGene00044929,R12E2.17,-0.045340116
WBGene00011240,R11A8.7,-0.045413849
WBGene00003722,nhr-132,-0.045477106
WBGene00009988,F53F4.4,-0.045506784
WBGene00007528,C11H1.2,-0.045529473
WBGene00020482,T13C2.7,-0.045565362
WBGene00001099,dsc-4,-0.045634684
WBGene00005292,srh-71,-0.045680887
WBGene00010334,F59F3.4,-0.045711646
WBGene00001597,gld-3,-0.04579549
WBGene00019808,R01B10.6,-0.045978024
WBGene00019871,R04E5.8,-0.046003712
WBGene00019715,M01G5.1,-0.046146801
WBGene00011693,T10G3.2,-0.046228598
WBGene00019776,M6.4,-0.046261841
WBGene00014811,M162.9,-0.046298046
WBGene00009103,F25B3.6,-0.046384482
WBGene00013789,Y116A8C.9,-0.0464608
WBGene00004754,sec-23,-0.046469674
WBGene00020314,T07E3.3,-0.046585174
WBGene00017993,F32E10.6,-0.046616154
WBGene00010781,K11H3.4,-0.046635008
WBGene00018214,F39H12.3,-0.046956822
WBGene00009819,F47B10.8,-0.0469986
WBGene00007562,C14A4.12,-0.047181513
WBGene00018925,F56A11.5,-0.047211434
WBGene00020820,T26A5.4,-0.047212383
WBGene00018297,F41F3.3,-0.047358552
WBGene00195058,C54E10.7,-0.047375236
WBGene00011354,lgc-13,-0.047527025
WBGene00011670,fbxa-84,-0.04756461
WBGene00000911,daf-15,-0.047569164
WBGene00009621,fipr-21,-0.047581324
WBGene00010713,uso-1,-0.047654539
WBGene00009324,F32B6.10,-0.047714751
WBGene00018270,F41C3.4,-0.047871553
WBGene00008992,F21A3.2,-0.047972274
WBGene00001662,gop-3,-0.048148575
WBGene00011730,drr-2,-0.048233313
WBGene00014308,F07H5.4,-0.048263186
WBGene00002214,klc-1,-0.048330305
WBGene00004462,rpn-6.1,-0.048396413
WBGene00000458,ceh-37,-0.048408215
WBGene00007456,srz-29,-0.048424749
WBGene00005989,srx-98,-0.048439857
WBGene00015791,C15C7.5,-0.048619473
WBGene00000482,chd-3,-0.048910923
WBGene00004728,sax-2,-0.049130871
WBGene00019518,K08B5.1,-0.049165105
WBGene00008395,D1086.8,-0.049392345
WBGene00016816,C50E3.5,-0.049572587
WBGene00006430,tag-51,-0.049702658
WBGene00194892,F26H11.6,-0.049723589
WBGene00009770,F46B6.5,-0.049738682
WBGene00016291,C31H1.8,-0.04993259
WBGene00008879,F16B12.1,-0.049999255
WBGene00195208,W02H3.3,-0.050033513
WBGene00019733,M02E1.1,-0.050154401
WBGene00009371,F33H2.8,-0.050202507
WBGene00020596,oga-1,-0.050278262
WBGene00015545,C06G1.1,-0.050422367
WBGene00019245,H27M09.1,-0.050503542
WBGene00018386,F43C11.9,-0.050505408
WBGene00015029,B0207.6,-0.050731236
WBGene00008454,E02A10.4,-0.050760836
WBGene00007226,C01G6.4,-0.050904756
WBGene00011637,T09A5.9,-0.0509167
WBGene00000664,col-89,-0.050953448
WBGene00017800,F25G6.9,-0.051584311
WBGene00011299,ikke-1,-0.051630897
WBGene00009124,rtel-1,-0.051813777
WBGene00008096,C44H4.8,-0.051874593
WBGene00004388,rnp-5,-0.052301648
WBGene00019491,K07E3.2,-0.05240314
WBGene00020249,T05C1.2,-0.052839007
WBGene00006578,tli-1,-0.052873032
WBGene00010161,F56G4.6,-0.053096107
WBGene00009334,F32D8.12,-0.053118201
WBGene00004254,pxf-1,-0.053262953
WBGene00018658,bath-22,-0.053277327
WBGene00014965,Y106G6D.5,-0.053379769
WBGene00001786,gst-38,-0.053386346
WBGene00011996,T24F1.4,-0.053919162
WBGene00016725,C46H3.2,-0.05395935
WBGene00016931,C54G6.2,-0.054225127
WBGene00007588,C14C10.5,-0.054320453
WBGene00011776,T14G10.7,-0.054326117
WBGene00018831,F54E7.9,-0.054338925
WBGene00050947,K07C5.13,-0.054385125
WBGene00016204,gsto-1,-0.05438886
WBGene00006498,ten-1,-0.054916198
WBGene00044482,F29B9.12,-0.055028766
WBGene00003619,nhr-20,-0.055066623
WBGene00019381,K04C2.3,-0.055085635
WBGene00003034,lin-49,-0.055118307
WBGene00006514,tdp-1,-0.055232502
WBGene00019741,nhr-201,-0.055260907
WBGene00001865,him-6,-0.055441245
WBGene00018987,lgl-1,-0.055758232
WBGene00007090,B0001.5,-0.05590671
WBGene00010905,M88.2,-0.056167572
WBGene00019821,R02D3.3,-0.056289191
WBGene00012342,mtr-4,-0.056447349
WBGene00010058,F54E4.2,-0.056467622
WBGene00017895,vrk-1,-0.056808661
WBGene00008346,C56A3.8,-0.05705132
WBGene00009224,F28F8.7,-0.057051616
WBGene00020806,T25F10.3,-0.057065953
WBGene00044484,C09B9.8,-0.057158593
WBGene00001430,fkb-5,-0.057194666
WBGene00021001,W03F9.3,-0.057352042
WBGene00005009,spr-4,-0.0575249
WBGene00001646,gna-1,-0.057633446
WBGene00019386,K04F1.7,-0.057657072
WBGene00007021,immp-1,-0.057821097
WBGene00000183,arf-3,-0.058088821
WBGene00020777,T24E12.10,-0.058121152
WBGene00003637,nhr-47,-0.058133077
WBGene00003544,nas-25,-0.058334056
WBGene00015739,ugt-7,-0.058390246
WBGene00006948,wrt-2,-0.058431046
WBGene00005036,sra-10,-0.058584584
WBGene00003882,orc-2,-0.058601787
WBGene00016011,C23G10.2,-0.058911453
WBGene00020166,T02G5.7,-0.058934753
WBGene00015009,B0041.5,-0.058957139
WBGene00015110,B0281.3,-0.059039781
WBGene00019620,fah-1,-0.059064444
WBGene00007898,C33D9.3,-0.059290776
WBGene00003932,pat-6,-0.059375053
WBGene00018666,bath-6,-0.05947448
WBGene00020256,T05C3.6,-0.059695854
WBGene00015183,B0432.1,-0.059854246
WBGene00003615,nhr-16,-0.059906058
WBGene00006072,str-4,-0.059979813
WBGene00007488,dph-2,-0.059996774
WBGene00044672,fbxa-4,-0.060160824
WBGene00006635,tsp-9,-0.06024875
WBGene00022473,bet-1,-0.060269886
WBGene00011291,R102.4,-0.060447456
WBGene00001049,dog-1,-0.060616615
WBGene00005272,srh-49,-0.060991911
WBGene00017289,F09E5.11,-0.061035908
WBGene00018077,F35H12.5,-0.061082847
WBGene00009027,F21G4.6,-0.061090826
WBGene00019301,K02D10.1,-0.061208783
WBGene00017614,F20A1.2,-0.061293348
WBGene00008787,F14B6.6,-0.061629344
WBGene00018966,F56D2.5,-0.061693295
WBGene00020667,T22B2.3,-0.061830605
WBGene00003868,ooc-3,-0.061858211
WBGene00016194,C28H8.3,-0.061937797
WBGene00016900,C53C11.2,-0.061946672
WBGene00000406,cdk-4,-0.061949889
WBGene00002915,let-805,-0.062417025
WBGene00004443,rpl-29,-0.062417542
WBGene00011683,phat-6,-0.062493828
WBGene00010779,K11H3.2,-0.062700824
WBGene00017914,F29A7.4,-0.062764014
WBGene00018479,otpl-6,-0.06276479
WBGene00011143,R08D7.2,-0.062968961
WBGene00003725,nhr-135,-0.06313281
WBGene00007640,C17D12.7,-0.063487767
WBGene00003614,nhr-15,-0.063764309
WBGene00010580,K05C4.3,-0.063958981
WBGene00019497,K07E8.6,-0.063965975
WBGene00003996,pgp-2,-0.064109228
WBGene00004050,pme-2,-0.064174921
WBGene00018924,F56A11.4,-0.064275772
WBGene00019753,M03E7.1,-0.064474724
WBGene00018829,F54E7.6,-0.06458588
WBGene00017470,F14H12.2,-0.064603131
WBGene00003599,nhl-3,-0.064649859
WBGene00008191,C49A1.10,-0.064676818
WBGene00016830,sre-55,-0.065287718
WBGene00003851,odr-4,-0.065346704
WBGene00009578,F40F8.5,-0.065350615
WBGene00008667,F10G8.9,-0.065569776
WBGene00011311,T01B7.5,-0.065639386
WBGene00011464,T05B9.1,-0.065872907
WBGene00009452,F36A2.2,-0.065963367
WBGene00001835,hda-2,-0.066087665
WBGene00011392,sbt-1,-0.066173796
WBGene00020183,T03D3.5,-0.066213602
WBGene00016869,C52B9.10,-0.066455702
WBGene00011029,R05D7.4,-0.066620945
WBGene00006944,wrn-1,-0.066878291
WBGene00003621,nhr-22,-0.066918515
WBGene00010664,K08E3.4,-0.066942544
WBGene00008281,C53D6.4,-0.066974233
WBGene00017449,otpl-3,-0.067319489
WBGene00011067,vps-11,-0.067385264
WBGene00020782,T24H7.3,-0.067736254
WBGene00016982,C56G2.9,-0.06780853
WBGene00007122,B0250.5,-0.067818044
WBGene00004698,rsp-1,-0.067908493
WBGene00011039,R05H5.4,-0.068020555
WBGene00008973,F20D1.1,-0.068045998
WBGene00000938,dcp-66,-0.068252123
WBGene00020102,R148.3,-0.068293093
WBGene00018132,F37A4.2,-0.068323904
WBGene00045974,21ur-804,-0.068401167
WBGene00006593,tol-1,-0.068468896
WBGene00011890,T21C9.1,-0.068513464
WBGene00018952,F56C9.8,-0.068516572
WBGene00000060,acr-21,-0.068576715
WBGene00044990,T25B9.11,-0.068723599
WBGene00010386,H12D21.10,-0.068764339
WBGene00005312,srh-91,-0.068790288
WBGene00004181,pri-2,-0.068887638
WBGene00006515,tag-170,-0.069387952
WBGene00009149,F26D2.10,-0.069433985
WBGene00077693,T04C12.11,-0.069685412
WBGene00012056,nhr-285,-0.070021478
WBGene00010009,F53H4.4,-0.070500911
WBGene00000554,cnb-1,-0.070717036
WBGene00017745,F23F1.4,-0.070747228
WBGene00006364,syd-2,-0.070837129
WBGene00016329,osr-1,-0.070860216
WBGene00016192,C28H8.1,-0.070959405
WBGene00020663,cutl-22,-0.070982754
WBGene00004180,pri-1,-0.07113869
WBGene00011216,usp-46,-0.071252629
WBGene00000025,abu-2,-0.071410822
WBGene00004495,rps-26,-0.071466287
WBGene00017644,exc-9,-0.071743223
WBGene00012363,W09D10.5,-0.071789721
WBGene00018249,F40H3.1,-0.071796441
WBGene00018230,F40E3.2,-0.071825919
WBGene00001771,gst-23,-0.071898523
WBGene00007712,C25A1.13,-0.071898921
WBGene00017515,F16F9.4,-0.071955091
WBGene00003607,nhr-8,-0.072220388
WBGene00011058,fdps-1,-0.072223455
WBGene00006682,twk-30,-0.072276422
WBGene00017806,F26A1.8,-0.072493568
WBGene00004743,scm-1,-0.072531392
WBGene00007150,B0365.1,-0.072553755
WBGene00019061,F58F12.1,-0.072613395
WBGene00009337,uig-1,-0.072744158
WBGene00016558,C41A3.1,-0.072908936
WBGene00001253,elt-6,-0.072970374
WBGene00007981,glb-11,-0.07300549
WBGene00009771,F46B6.6,-0.073021935
WBGene00004360,rib-1,-0.073048669
WBGene00017292,F09E5.16,-0.073205775
WBGene00017440,upb-1,-0.073440605
WBGene00006349,sur-2,-0.073511824
WBGene00018204,F39F10.4,-0.073518564
WBGene00001502,ftt-2,-0.073873119
WBGene00016812,C50D2.9,-0.073968478
WBGene00020286,T06A10.3,-0.074007142
WBGene00016572,C41H7.2,-0.074347065
WBGene00011761,T13H5.8,-0.07483454
WBGene00005771,srw-24,-0.074844156
WBGene00011708,T11B7.5,-0.075084037
WBGene00019691,K12H6.12,-0.075241867
WBGene00016088,clec-266,-0.075329208
WBGene00004778,ser-3,-0.075390767
WBGene00012216,W02D9.10,-0.075420434
WBGene00017696,polk-1,-0.075433669
WBGene00003530,nas-11,-0.07560723
WBGene00020836,lgc-34,-0.075632213
WBGene00009207,F28C6.8,-0.075741028
WBGene00000746,col-173,-0.075853792
WBGene00014669,C06G8.3,-0.075909339
WBGene00008086,C44C10.5,-0.076233265
WBGene00009454,F36A2.7,-0.076235466
WBGene00018509,F46F11.6,-0.07670567
WBGene00008443,pde-3,-0.076757131
WBGene00004494,rps-25,-0.076877541
WBGene00020275,atp-4,-0.077136963
WBGene00003563,ncs-1,-0.077200787
WBGene00019824,R02D3.7,-0.077303208
WBGene00015948,C18A11.2,-0.077348853
WBGene00020964,polq-1,-0.077563953
WBGene00015889,C17C3.3,-0.077652599
WBGene00019914,clec-150,-0.077863993
WBGene00007217,C01A2.5,-0.077895546
WBGene00011826,T18D3.9,-0.078162457
WBGene00017414,F13A2.5,-0.078288947
WBGene00009307,F32A11.1,-0.078464517
WBGene00006393,taf-11.1,-0.078527937
WBGene00009566,srsx-1,-0.078543877
WBGene00015493,C05E11.2,-0.078543877
WBGene00016743,srb-15,-0.078543877
WBGene00017839,F26G1.3,-0.078543877
WBGene00019050,srz-88,-0.078543877
WBGene00045493,F55G7.4,-0.078543877
WBGene00197806,T22E5.12,-0.078543877
WBGene00197828,C02B4.8,-0.078543877
WBGene00200601,M117.12,-0.078543877
WBGene00002223,klp-12,-0.078742371
WBGene00185014,F17C8.9,-0.078860232
WBGene00004928,soc-1,-0.078868237
WBGene00011742,T12G3.7,-0.078885062
WBGene00006447,tag-72,-0.079005781
WBGene00000939,dcr-1,-0.079094672
WBGene00017361,F10E9.12,-0.079226852
WBGene00008825,F14H3.6,-0.079366186
WBGene00008672,F11A5.4,-0.079511439
WBGene00011365,T02C1.1,-0.079511439
WBGene00001645,gly-20,-0.079659128
WBGene00001808,gut-2,-0.079738196
WBGene00009453,F36A2.3,-0.079899131
WBGene00020324,T07F12.4,-0.079957401
WBGene00007718,otub-1,-0.080023703
WBGene00004766,sel-9,-0.080125956
WBGene00015639,C09E7.5,-0.080259973
WBGene00000851,cut-1,-0.080272268
WBGene00023500,C11H1.9,-0.080452842
WBGene00003617,nhr-18,-0.080593095
WBGene00015897,nhr-284,-0.08064153
WBGene00017635,F20D6.5,-0.080686976
WBGene00001486,frh-1,-0.080735281
WBGene00016265,nmur-4,-0.080759361
WBGene00007609,C15C8.7,-0.080796986
WBGene00202287,F49E10.26,-0.080886226
WBGene00045056,F13H10.9,-0.080999832
WBGene00015405,C03H5.3,-0.081219594
WBGene00011888,cutl-15,-0.081266785
WBGene00007561,C14A4.11,-0.081283267
WBGene00017616,F20A1.4,-0.081331278
WBGene00009921,F52B5.2,-0.081560425
WBGene00001614,glr-3,-0.081611283
WBGene00007189,B0491.1,-0.08164246
WBGene00020093,R144.3,-0.081772849
WBGene00009776,F46B6.12,-0.081865114
WBGene00009844,cwp-5,-0.081962505
WBGene00006963,xpa-1,-0.082087084
WBGene00000706,col-132,-0.082151842
WBGene00001230,eif-3.G,-0.082189696
WBGene00010889,M18.3,-0.082211401
WBGene00011793,T16A9.3,-0.082288921
WBGene00010434,H40L08.3,-0.082438401
WBGene00020348,T08B2.8,-0.082509948
WBGene00021148,W10G11.19,-0.082528278
WBGene00003726,nhr-136,-0.082663705
WBGene00011663,T09F3.4,-0.082731907
WBGene00002234,kqt-2,-0.082809923
WBGene00018395,F43E2.7,-0.082893888
WBGene00019862,nrde-3,-0.083030021
WBGene00011166,R09D1.10,-0.083370218
WBGene00009543,F38E11.6,-0.083555426
WBGene00016598,C42D4.13,-0.08365862
WBGene00018794,F54C4.3,-0.083784247
WBGene00004927,snx-1,-0.083946483
WBGene00008345,C56A3.6,-0.083955856
WBGene00012069,T26H5.4,-0.084161256
WBGene00013758,fbxa-114,-0.084368557
WBGene00007552,C13C12.2,-0.084375283
WBGene00001464,flp-21,-0.084535472
WBGene00009511,F37H8.2,-0.084804221
WBGene00010807,M01E5.4,-0.085082028
WBGene00169361,21ur-14733,-0.085095715
WBGene00002982,lgg-3,-0.085220616
WBGene00007121,B0250.4,-0.08529545
WBGene00001455,flp-12,-0.085622912
WBGene00015807,C16A3.2,-0.085969434
WBGene00004944,sol-1,-0.086086131
WBGene00010869,M05B5.1,-0.086202311
WBGene00020483,T13C5.2,-0.08620552
WBGene00019729,M02D8.3,-0.086223932
WBGene00016995,D1005.1,-0.086276787
WBGene00000436,ceh-12,-0.086402958
WBGene00015027,B0207.2,-0.086932049
WBGene00000795,crn-2,-0.087028255
WBGene00001565,gei-8,-0.087231124
WBGene00195680,T22B11.6,-0.08727162
WBGene00006977,zif-1,-0.087325801
WBGene00000198,art-1,-0.08735105
WBGene00019176,M03D4.6,-0.087466248
WBGene00010059,F54E4.3,-0.087479882
WBGene00018622,nhr-190,-0.087663476
WBGene00007675,C18D4.6,-0.087776075
WBGene00020012,R11G1.6,-0.087783798
WBGene00017098,E02D9.1,-0.087906933
WBGene00005981,srx-90,-0.088043119
WBGene00005487,srh-282,-0.088078627
WBGene00017776,F25B5.5,-0.088095627
WBGene00020264,acl-8,-0.088108394
WBGene00007008,rfp-1,-0.088198586
WBGene00045155,Y116A8C.50,-0.088275523
WBGene00200734,C29A12.18,-0.088275523
WBGene00016761,C49A9.7,-0.088400207
WBGene00045153,F11A10.9,-0.088563016
WBGene00003478,mtm-6,-0.088823059
WBGene00011828,T19A6.3,-0.088847928
WBGene00010941,M176.2,-0.089186236
WBGene00016587,C42C1.9,-0.08965248
WBGene00021047,zfp-3,-0.089843413
WBGene00006962,xol-1,-0.089880562
WBGene00019952,fbxb-74,-0.089880562
WBGene00023450,T12D8.10,-0.090134593
WBGene00016898,C53C9.2,-0.090182452
WBGene00018646,F49F1.6,-0.090284523
WBGene00014998,AH9.1,-0.090458403
WBGene00019642,K11C4.1,-0.090491295
WBGene00043992,F58A4.14,-0.090507433
WBGene00008987,F20G2.3,-0.090530791
WBGene00004083,pph-1,-0.090636656
WBGene00018769,mnat-1,-0.090640154
WBGene00007408,C07B5.3,-0.090690218
WBGene00044604,T10F2.5,-0.09070387
WBGene00008750,F13E9.1,-0.090807266
WBGene00006716,ubc-21,-0.090831319
WBGene00019433,acdh-3,-0.091001549
WBGene00195183,R04A9.9,-0.091052886
WBGene00017786,F25E5.5,-0.091277554
WBGene00011303,R166.3,-0.091397434
WBGene00006748,unc-8,-0.091444535
WBGene00009774,F46B6.9,-0.091768059
WBGene00008440,DY3.8,-0.09180398
WBGene00004323,rde-1,-0.091916054
WBGene00000839,cul-4,-0.091928516
WBGene00011970,rlbp-1,-0.091967944
WBGene00020639,fbxa-71,-0.092107673
WBGene00017837,F26G1.1,-0.092163867
WBGene00017138,EEED8.10,-0.09230334
WBGene00004126,pqn-39,-0.092352667
WBGene00017901,F28E10.2,-0.092428268
WBGene00000468,ces-1,-0.092615403
WBGene00015809,C16A3.4,-0.092780352
WBGene00010498,K02B12.5,-0.093132802
WBGene00189958,F45H11.8,-0.093229143
WBGene00000913,daf-18,-0.093514926
WBGene00001615,glr-4,-0.093577297
WBGene00010027,F54B11.4,-0.093814272
WBGene00016564,C41D11.5,-0.093835143
WBGene00009940,F52F12.7,-0.094029263
WBGene00008572,F08B12.4,-0.094262711
WBGene00008719,ttr-52,-0.094435681
WBGene00004369,rig-1,-0.094463445
WBGene00000173,aqp-5,-0.094647337
WBGene00019655,K11G9.5,-0.094683558
WBGene00003593,nfm-1,-0.095069524
WBGene00020985,W03D8.2,-0.095069969
WBGene00020910,W01A11.2,-0.095206899
WBGene00008065,npr-18,-0.095227904
WBGene00019187,H11E01.2,-0.09526474
WBGene00013687,exoc-8,-0.095334308
WBGene00004759,sel-1,-0.095433385
WBGene00004704,rsp-7,-0.095787339
WBGene00011011,R04D3.3,-0.09582932
WBGene00002974,lev-1,-0.096090606
WBGene00001194,egl-27,-0.096139841
WBGene00045375,C17D12.8,-0.096153048
WBGene00016661,C45B2.6,-0.096286474
WBGene00020649,sma-10,-0.096365521
WBGene00018571,F47F2.3,-0.096396895
WBGene00001061,dpl-1,-0.096441635
WBGene00019037,fbxb-17,-0.096467553
WBGene00002855,let-721,-0.096557776
WBGene00007350,C05G5.4,-0.096636968
WBGene00001131,dys-1,-0.096688956
WBGene00001585,gfl-1,-0.096713602
WBGene00002061,ife-3,-0.096780424
WBGene00016748,C48C5.3,-0.096843961
WBGene00012343,W08E3.2,-0.096851613
WBGene00003374,mlk-1,-0.096874644
WBGene00019789,M116.2,-0.096888551
WBGene00017024,D1022.5,-0.096932824
WBGene00015963,C18B10.6,-0.09699518
WBGene00019905,R05G9.3,-0.097078892
WBGene00017445,F14B8.2,-0.097177894
WBGene00004318,rbg-2,-0.097254234
WBGene00003927,pas-6,-0.097290359
WBGene00009067,F23A7.1,-0.097389161
WBGene00005070,srb-5,-0.097573429
WBGene00004447,rpl-33,-0.09758445
WBGene00006268,str-240,-0.097610308
WBGene00020586,T19F4.1,-0.097813538
WBGene00010492,meg-1,-0.097821337
WBGene00016938,C54H2.4,-0.097970408
WBGene00009996,F53F4.14,-0.098056669
WBGene00019128,F59G1.4,-0.0981661
WBGene00010640,K07F5.16,-0.098289149
WBGene00044702,F46C3.4,-0.09846934
WBGene00008887,F16D3.4,-0.098598201
WBGene00008307,C54E10.2,-0.098726428
WBGene00009471,F36D3.5,-0.098764436
WBGene00018738,F53B1.6,-0.09892339
WBGene00001086,dpy-27,-0.098993097
WBGene00020932,dhod-1,-0.099001775
WBGene00009326,F32D8.1,-0.09907396
WBGene00001980,hmr-1,-0.09907473
WBGene00016792,C49H3.6,-0.099165477
WBGene00017773,dct-6,-0.099193421
WBGene00018985,F56F10.2,-0.099516394
WBGene00018594,aman-3,-0.099586792
WBGene00008080,C44B9.3,-0.099647376
WBGene00023432,K12B6.9,-0.099671975
WBGene00007707,C25A1.5,-0.099698424
WBGene00021027,W04C9.5,-0.099922513
WBGene00015495,C05E11.6,-0.100120736
WBGene00007734,C25G4.7,-0.100217113
WBGene00019683,K12H6.2,-0.100355404
WBGene00019762,M03F8.3,-0.10048094
WBGene00007126,dhcr-7,-0.100563968
WBGene00008430,D2085.5,-0.10061297
WBGene00017813,F26A10.1,-0.100862437
WBGene00019993,rbx-2,-0.101129141
WBGene00008875,F15H10.8,-0.10114742
WBGene00000222,atf-6,-0.101151526
WBGene00007366,C06B3.7,-0.101292379
WBGene00017372,F10G7.9,-0.101511568
WBGene00004130,ketn-1,-0.101628356
WBGene00017661,F21C10.12,-0.101663829
WBGene00016513,C38C3.4,-0.102084302
WBGene00002169,isw-1,-0.102368295
WBGene00018005,F33D11.8,-0.102520531
WBGene00005003,spp-18,-0.102783098
WBGene00017894,F28B12.1,-0.10299696
WBGene00017131,E04F6.15,-0.103138395
WBGene00002231,knl-1,-0.103192579
WBGene00010284,aman-2,-0.103225755
WBGene00001869,him-10,-0.10324168
WBGene00019647,K11D12.7,-0.103246575
WBGene00016925,srb-18,-0.103340551
WBGene00009513,sfxn-1.2,-0.103619877
WBGene00005659,srr-8,-0.103945577
WBGene00020851,nhr-227,-0.104024385
WBGene00006389,taf-7.2,-0.104506733
WBGene00015977,C18F10.2,-0.104588922
WBGene00002140,inx-18,-0.104742293
WBGene00017316,F09G2.8,-0.104778947
WBGene00020747,T24A6.7,-0.104927478
WBGene00017494,F15E11.5,-0.10493711
WBGene00016909,C54A12.2,-0.1049573
WBGene00189987,C18H7.12,-0.105103151
WBGene00009668,cfim-1,-0.10525659
WBGene00044029,C05D12.7,-0.105629524
WBGene00009508,F37D6.2,-0.105936122
WBGene00012192,W02A11.1,-0.105991048
WBGene00022456,Y110A7A.6,-0.106191706
WBGene00010656,K08D8.2,-0.106444862
WBGene00017317,F09G2.9,-0.106522368
WBGene00010982,flp-32,-0.106885779
WBGene00011348,T01H3.2,-0.107029496
WBGene00006450,tag-77,-0.107131513
WBGene00005395,srh-180,-0.107244778
WBGene00008081,athp-1,-0.107290646
WBGene00019690,set-13,-0.107509722
WBGene00004879,smg-1,-0.107553581
WBGene00011913,glb-26,-0.10756281
WBGene00006621,try-3,-0.107586743
WBGene00014307,F07H5.3,-0.107605388
WBGene00011870,T20G5.8,-0.107609602
WBGene00020298,T07A9.10,-0.107611914
WBGene00015946,C18A3.10,-0.107652393
WBGene00018207,F39G3.2,-0.107897697
WBGene00015150,B0336.13,-0.108045509
WBGene00018415,nhr-184,-0.108142669
WBGene00018661,F52C6.4,-0.108275732
WBGene00016178,mesp-1,-0.108630521
